metro_area,total_workers,car_truck_or_van,drove_alone,carpooled,public_transportation,bus,long_distance_train_or_commuter_rail,light_rail_streetcar_or_trolley,ferryboat,taxicab,motorcycle,bicycle,walked,other_means,worked_from_home,other_aggregate,worked_from_home_extended,metro_area_id,year
"Rochester, MN Metro Area",114520,98078,84867,13211,10476,1639,1096,4640,4638,0,0,0,2,674,4087,944,6097,40340,2019
"Rochester, NY Metro Area",513924,457683,416782,40901,33559,4136,3206,11007,10514,289,112,28,64,2100,16407,4314,22413,40380,2019
"St. Cloud, MN Metro Area",105224,93103,85154,7949,5866,1206,877,1512,1399,38,51,14,10,547,3918,877,5267,41060,2019
"St. George, UT Metro Area",67912,58815,52167,6648,4970,972,706,361,343,18,0,0,0,334,859,1038,6505,41100,2019
"St. Joseph, MO-KS Metro Area",57039,53130,47660,5470,4238,787,445,256,221,23,0,0,12,52,1070,720,1811,41140,2019
"St. Louis, MO-IL Metro Area",1378942,1243535,1145968,97567,76157,12454,8956,31472,26560,3383,804,691,34,2984,23066,11773,66112,41180,2019
"St. Marys, GA Micro Area",25204,22838,20987,1851,1531,175,145,43,43,0,0,0,0,65,1377,260,621,41220,2019
"St. Marys, PA Micro Area",15131,14240,12962,1278,995,260,23,54,54,0,0,0,0,43,389,38,367,41260,2019
"Salem, OH Micro Area",44198,41400,37834,3566,2727,586,253,145,145,0,0,0,0,0,879,429,1345,41400,2019
"Salem, OR Metro Area",187025,165463,144546,20917,15220,3418,2279,2851,2637,2,65,102,45,1031,5409,2276,9995,41420,2019
"Salina, KS Micro Area",30059,27382,24737,2645,2182,325,138,247,205,40,0,2,0,195,593,603,1039,41460,2019
"Salinas, CA Metro Area",189872,155684,136038,19646,14453,3082,2111,3006,2842,22,118,6,18,1076,5421,15871,8814,41500,2019
"Salisbury, MD-DE Metro Area",178366,160947,146933,14014,9983,2292,1739,1373,1205,119,42,0,7,460,3161,2007,10418,41540,2019
"Salt Lake City, UT Metro Area",613428,530658,462289,68369,52115,8584,7670,21838,12632,2013,3114,4038,41,4719,13164,5266,37783,41620,2019
"San Angelo, TX Metro Area",58346,52152,46594,5558,4173,981,404,125,72,53,0,0,0,161,2245,1191,2472,41660,2019
"San Antonio-New Braunfels, TX Metro Area",1141218,1029634,907110,122524,91026,19963,11535,22468,22083,125,7,108,145,1761,19431,14507,53417,41700,2019
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1627544,1380466,1240027,140439,108790,19009,12640,48043,40488,560,3319,3450,226,10032,47774,27697,113532,41740,2019
"Sandpoint, ID Micro Area",17787,14948,13034,1914,1520,310,84,180,180,0,0,0,0,216,501,211,1731,41760,2019
"Sandusky, OH Micro Area",35413,33079,30253,2826,2323,279,224,404,367,0,0,36,1,23,451,489,967,41780,2019
"Sanford, NC Micro Area",26409,25107,21646,3461,2823,313,325,140,129,11,0,0,0,0,261,146,755,41820,2019
"San Francisco-Oakland-Berkeley, CA Metro Area",2373021,1591967,1365800,226167,160648,42056,23463,417810,181028,179264,35645,13398,8475,45243,111365,48944,157692,41860,2019
"San Germán, PR Metro Area",31486,28912,27654,1258,986,179,93,109,91,0,0,18,0,11,889,159,1406,41900,2019
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",995229,851042,745233,105809,81041,14549,10219,43142,23518,2692,14564,2326,42,17241,21077,13160,49567,41940,2019
"San Juan-Bayamón-Caguas, PR Metro Area",685356,620199,562898,57301,44724,8382,4195,15482,6229,2811,60,6054,328,1261,19180,13553,15681,41980,2019
"Sayre, PA Micro Area",26361,23479,21315,2164,1678,388,98,50,50,0,0,0,0,69,1035,321,1407,42380,2019
"Scottsbluff, NE Micro Area",17779,16453,14595,1858,1506,206,146,23,23,0,0,0,0,38,298,110,857,42420,2019
"Scottsboro, AL Micro Area",19927,19001,17222,1779,1401,295,83,9,0,0,9,0,0,19,267,118,513,42460,2019
"Scottsburg, IN Micro Area",10078,9490,8554,936,734,150,52,0,0,0,0,0,0,123,112,77,276,42500,2019
"Scranton--Wilkes-Barre, PA Metro Area",259480,236209,208579,27630,21413,2573,3644,2525,2313,152,25,0,35,384,7296,2103,10963,42540,2019
"Searcy, AR Micro Area",32106,29902,26589,3313,2156,841,316,71,71,0,0,0,0,74,905,240,914,42620,2019
"Seattle-Tacoma-Bellevue, WA Metro Area",2005245,1554687,1354325,200362,152810,26226,21326,200482,174372,8103,10908,4852,2247,21850,80981,22633,124612,42660,2019
"Sebastian-Vero Beach, FL Metro Area",57577,51256,46336,4920,3273,1364,283,224,186,21,17,0,0,435,472,762,4428,42680,2019
"Sebring-Avon Park, FL Metro Area",32924,29577,26117,3460,2715,545,200,349,303,39,7,0,0,144,699,455,1700,42700,2019
"Sedalia, MO Micro Area",18339,16850,15300,1550,1104,287,159,57,57,0,0,0,0,18,238,241,935,42740,2019
"Selinsgrove, PA Micro Area",19747,17230,15487,1743,1335,176,232,23,23,0,0,0,0,224,850,118,1302,42780,2019
"Selma, AL Micro Area",14029,13385,12734,651,516,82,53,0,0,0,0,0,0,13,211,154,266,42820,2019
"Seneca, SC Micro Area",31411,29652,26382,3270,2319,545,406,185,179,0,0,0,6,0,314,194,1066,42860,2019
"Seneca Falls, NY Micro Area",14992,13469,12001,1468,1207,112,149,92,87,5,0,0,0,67,503,209,652,42900,2019
"Sevierville, TN Micro Area",45553,41589,35027,6562,5287,847,428,196,145,13,10,28,0,335,740,221,2472,42940,2019
"Seymour, IN Micro Area",20463,19184,16808,2376,1797,304,275,98,98,0,0,0,0,51,490,276,364,42980,2019
"San Luis Obispo-Paso Robles, CA Metro Area",130710,109505,95359,14146,10589,1858,1699,1752,1741,0,0,0,11,2655,6014,1112,9672,42020,2019
"Santa Cruz-Watsonville, CA Metro Area",132921,103999,91775,12224,9395,1768,1061,3997,3898,32,56,11,0,3953,6537,4035,10400,42100,2019
"Santa Fe, NM Metro Area",69747,60946,54822,6124,4760,908,456,727,632,45,50,0,0,308,1406,481,5879,42140,2019
"Santa Isabel, PR Micro Area",7623,7233,6939,294,210,12,72,14,0,0,0,14,0,10,199,0,167,42180,2019
"Santa Maria-Santa Barbara, CA Metro Area",209569,172144,142415,29729,20572,5082,4075,6277,6119,20,93,34,11,6734,9273,2025,13116,42200,2019
"Santa Rosa-Petaluma, CA Metro Area",249638,214381,186165,28216,20699,4133,3384,4526,3966,100,396,30,34,2395,6677,3131,18528,42220,2019
"Sault Ste. Marie, MI Micro Area",15271,13599,11643,1956,1604,249,103,49,45,3,0,0,1,48,767,227,581,42300,2019
"Savannah, GA Metro Area",184454,164583,146732,17851,14547,2165,1139,3479,3300,98,19,16,46,1434,4365,2829,7764,42340,2019
"Shawano, WI Micro Area",21208,18867,17322,1545,1235,216,94,75,72,3,0,0,0,36,547,178,1505,43020,2019
"Shawnee, OK Micro Area",29767,27387,25076,2311,1814,333,164,20,14,0,0,0,6,40,615,721,984,43060,2019
"Sheboygan, WI Metro Area",58620,53783,49358,4425,3325,721,379,197,185,0,4,0,8,447,1425,518,2250,43100,2019
"Shelby, NC Micro Area",39146,36975,33052,3923,3193,545,185,105,105,0,0,0,0,7,889,446,724,43140,2019
"Shelbyville, TN Micro Area",21611,20301,17143,3158,2156,634,368,35,25,0,0,10,0,0,209,311,755,43180,2019
"Shelton, WA Micro Area",24593,22064,18670,3394,2442,560,392,399,328,0,0,0,71,7,380,281,1462,43220,2019
"Sheridan, WY Micro Area",14985,13157,11803,1354,922,258,174,10,10,0,0,0,0,86,446,44,1242,43260,2019
"Sherman-Denison, TX Metro Area",59942,54631,47613,7018,5232,909,877,196,132,0,6,58,0,163,960,698,3294,43300,2019
"Show Low, AZ Micro Area",32824,27129,23939,3190,2659,261,270,442,442,0,0,0,0,141,1642,824,2646,43320,2019
"Shreveport-Bossier City, LA Metro Area",171037,160693,147184,13509,10682,1565,1262,1954,1937,0,0,0,17,305,2124,1441,4520,43340,2019
"Sidney, OH Micro Area",24734,23147,20951,2196,1983,130,83,21,19,2,0,0,0,123,394,141,908,43380,2019
"Sierra Vista-Douglas, AZ Metro Area",46499,41345,36683,4662,3306,702,654,311,311,0,0,0,0,206,1346,1139,2152,43420,2019
"Sikeston, MO Micro Area",16574,15773,13783,1990,1410,249,331,33,1,0,11,0,21,0,232,45,491,43460,2019
"Silver City, NM Micro Area",10077,9121,8298,823,603,186,34,103,103,0,0,0,0,74,197,31,551,43500,2019
"Sioux City, IA-NE-SD Metro Area",72133,66792,59233,7559,5721,1260,578,512,495,0,0,0,17,72,1616,344,2797,43580,2019
"Sioux Falls, SD Metro Area",140786,130085,118737,11348,8283,1750,1315,752,752,0,0,0,0,522,2895,817,5715,43620,2019
"Snyder, TX Micro Area",6793,6547,5669,878,690,59,129,0,0,0,0,0,0,76,73,47,50,43660,2019
"Somerset, KY Micro Area",25175,23957,22135,1822,1396,296,130,64,46,0,0,0,18,0,291,296,567,43700,2019
"Somerset, PA Micro Area",31529,28575,25774,2801,2160,349,292,29,10,3,0,0,16,22,825,364,1714,43740,2019
"Sonora, CA Micro Area",20071,17981,16644,1337,996,240,101,111,111,0,0,0,0,68,429,291,1191,43760,2019
"South Bend-Mishawaka, IN-MI Metro Area",149802,134797,121815,12982,10290,1574,1118,1644,1420,6,136,70,12,895,5233,1150,6083,43780,2019
"Spartanburg, SC Metro Area",138757,131108,117661,13447,10582,1899,966,502,407,40,40,0,15,177,1608,989,4373,43900,2019
"Spearfish, SD Micro Area",13315,11874,10232,1642,1263,237,142,30,30,0,0,0,0,28,699,55,629,43940,2019
"Spencer, IA Micro Area",7903,7035,6184,851,571,150,130,65,65,0,0,0,0,24,209,56,514,43980,2019
"Spirit Lake, IA Micro Area",9078,8105,7388,717,532,63,122,39,39,0,0,0,0,109,229,117,479,44020,2019
"Spokane-Spokane Valley, WA Metro Area",246510,214639,191207,23432,18997,2762,1673,6295,6276,0,3,0,16,1136,6848,2586,15006,44060,2019
"Springfield, IL Metro Area",99025,90327,82454,7873,6540,900,433,1336,1241,82,0,0,13,504,1650,976,4232,44100,2019
"Springfield, MA Metro Area",332243,288018,262329,25689,20591,2987,2111,7509,7212,144,144,0,9,1631,14742,3566,16777,44140,2019
"Springfield, MO Metro Area",212871,195810,175426,20384,16494,2244,1646,1507,1465,2,27,13,0,664,4063,1750,9077,44180,2019
"Springfield, OH Metro Area",60047,55216,49278,5938,4357,877,704,446,446,0,0,0,0,243,1457,396,2289,44220,2019
"Starkville, MS Micro Area",23835,22054,20143,1911,1427,422,62,127,127,0,0,0,0,31,505,343,775,44260,2019
"State College, PA Metro Area",75715,58673,51753,6920,5447,959,514,4342,4287,42,0,13,0,1311,6792,861,3736,44300,2019
"Statesboro, GA Micro Area",33599,30277,27048,3229,2445,562,222,384,384,0,0,0,0,343,749,332,1514,44340,2019
"Staunton, VA Metro Area",56766,52579,48192,4387,3404,675,308,286,274,3,0,0,9,42,1082,420,2357,44420,2019
"Steamboat Springs, CO Micro Area",14210,10930,9729,1201,685,373,143,358,336,22,0,0,0,628,740,54,1500,44460,2019
"Stephenville, TX Micro Area",19736,17997,16092,1905,1316,376,213,8,8,0,0,0,0,0,575,89,1067,44500,2019
"Sterling, CO Micro Area",10990,9862,8474,1388,879,300,209,76,76,0,0,0,0,31,355,82,584,44540,2019
"Sterling, IL Micro Area",25942,24224,21739,2485,1998,297,190,113,113,0,0,0,0,39,677,163,726,44580,2019
"Stevens Point, WI Micro Area",37104,32617,29802,2815,2211,443,161,188,183,4,1,0,0,453,2004,284,1558,44620,2019
"Stillwater, OK Micro Area",36428,32459,29036,3423,3033,197,193,277,264,0,0,0,13,458,1790,273,1171,44660,2019
